id,status,resp_start_ts,resp_last_ts,language,testmode,QS1,QS2,QAGE,QS3,QCOUNTRY,Q1R1,Q1R102,Q1R109,Q1R110,Q1R111,Q1R112,Q1R113,Q1R116,Q1R117,Q2R1,Q2R102,Q2R109,Q2R110,Q2R111,Q2R112,Q2R113,Q2R116,Q2R117,Q3R1,Q3R102,Q3R109,Q3R110,Q3R111,Q3R112,Q3R113,Q3R116,Q3R117,Q3RANK1,Q3RANK2,Q3RANK3,Q4R1,Q4R102,Q4R109,Q4R110,Q4R111,Q4R112,Q4R113,Q4R116,Q4R117,Q5BR1,Q5BR102,Q5BR109,Q5BR110,Q5BR111,Q5BR112,Q5BR113,Q5BR116,Q5BR117,Q5R1,Q5R102,Q5R109,Q5R110,Q5R111,Q5R112,Q5R113,Q5R116,Q5R117,Q6R1,Q6R102,Q6R109,Q6R110,Q6R111,Q6R112,Q6R113,Q6R116,Q6R117,Q6BR1,Q6BR102,Q6BR109,Q6BR110,Q6BR111,Q6BR112,Q6BR113,Q6BR116,Q6BR117,Q7R1C1,Q7R2C1,Q7R3C1,Q7R4C1,Q7R5C1,Q7R6C1,Q7R7C1,Q7R8C1,Q7R9C1,Q7R10C1,Q7R11C1,Q7R12C1,Q7R13C1,Q7R14C1,Q7R15C1,Q7R16C1,Q7R17C1,Q7R18C1,Q7R1C102,Q7R2C102,Q7R3C102,Q7R4C102,Q7R5C102,Q7R6C102,Q7R7C102,Q7R8C102,Q7R9C102,Q7R10C102,Q7R11C102,Q7R12C102,Q7R13C102,Q7R14C102,Q7R15C102,Q7R16C102,Q7R17C102,Q7R18C102,Q7R1C109,Q7R2C109,Q7R3C109,Q7R4C109,Q7R5C109,Q7R6C109,Q7R7C109,Q7R8C109,Q7R9C109,Q7R10C109,Q7R11C109,Q7R12C109,Q7R13C109,Q7R14C109,Q7R15C109,Q7R16C109,Q7R17C109,Q7R18C109,Q7R1C110,Q7R2C110,Q7R3C110,Q7R4C110,Q7R5C110,Q7R6C110,Q7R7C110,Q7R8C110,Q7R9C110,Q7R10C110,Q7R11C110,Q7R12C110,Q7R13C110,Q7R14C110,Q7R15C110,Q7R16C110,Q7R17C110,Q7R18C110,Q7R1C111,Q7R2C111,Q7R3C111,Q7R4C111,Q7R5C111,Q7R6C111,Q7R7C111,Q7R8C111,Q7R9C111,Q7R10C111,Q7R11C111,Q7R12C111,Q7R13C111,Q7R14C111,Q7R15C111,Q7R16C111,Q7R17C111,Q7R18C111,Q7R1C112,Q7R2C112,Q7R3C112,Q7R4C112,Q7R5C112,Q7R6C112,Q7R7C112,Q7R8C112,Q7R9C112,Q7R10C112,Q7R11C112,Q7R12C112,Q7R13C112,Q7R14C112,Q7R15C112,Q7R16C112,Q7R17C112,Q7R18C112,Q7R1C113,Q7R2C113,Q7R3C113,Q7R4C113,Q7R5C113,Q7R6C113,Q7R7C113,Q7R8C113,Q7R9C113,Q7R10C113,Q7R11C113,Q7R12C113,Q7R13C113,Q7R14C113,Q7R15C113,Q7R16C113,Q7R17C113,Q7R18C113,Q7R1C116,Q7R2C116,Q7R3C116,Q7R4C116,Q7R5C116,Q7R6C116,Q7R7C116,Q7R8C116,Q7R9C116,Q7R10C116,Q7R11C116,Q7R12C116,Q7R13C116,Q7R14C116,Q7R15C116,Q7R16C116,Q7R17C116,Q7R18C116,Q7R1C117,Q7R2C117,Q7R3C117,Q7R4C117,Q7R5C117,Q7R6C117,Q7R7C117,Q7R8C117,Q7R9C117,Q7R10C117,Q7R11C117,Q7R12C117,Q7R13C117,Q7R14C117,Q7R15C117,Q7R16C117,Q7R17C117,Q7R18C117,QMD_TRACK,QMD_1M,QMD_1L,QMD_2M,QMD_2L,QMD_3M,QMD_3L,QMD_4M,QMD_4L,QMD_5M,QMD_5L,QMD_6M,QMD_6L,QMD_7M,QMD_7L,QMD_8M,QMD_8L,QMD_9M,QMD_9L,QMD_10M,QMD_10L,QMD_11M,QMD_11L,QMD_UTIL_1,QMD_UTIL_2,QMD_UTIL_3,QMD_UTIL_4,QMD_UTIL_5,QMD_UTIL_6,QMD_UTIL_7,QMD_UTIL_8,QMD_UTIL_9,QMD_UTIL_10,QMD_UTIL_11,QMD_UTIL_12,QMD_UTIL_13,QMD_UTIL_14,QMD_UTIL_15,QMD_UTIL_16,QMD_UTIL_17,QMD_UTIL_18,QMD_RLH,QMD_PCERT,device_type,mobile,browser,browser_version,os,win_version,screensize,timezone,fback,fback_opts.1,fback_opts.2,fback_opts.3,fback_opts.4,fback_opts.5,fback_opts.6,fback_opts.7,fback_val,last_page_id,elapsed,disp.QS1,disp.QAGE,disp.QCTYGEN2,disp.T1,disp.QFAM,oq.QAGE,oq.QS3_QUOTA,oq.QCTYGEN2
270444719,C,,1969-12-31 16:00:00,,,6,53,5,1,102,3,1,6,1,3,6,6,1,4,5,,7,,1,7,7,7,5,,,3,,,2,,1,,116,112,109,5,,10,,0,10,10,10,5,5,,7,,,7,7,7,5,5,,7,,1,7,7,7,5,5,,7,,1,7,7,7,5,5,,7,,1,7,7,7,5,5,1,7,7,6,7,3,6,5,6,5,6,5,5,5,5,1,5,,,,,,,,,,,,,,,,,,,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,5,,,,,,,,,,,,,,,,,,,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,5,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,10,17,4,17,2,17,4,9,2,6,8,7,3,11,2,11,12,9,4,9,12,6,5.272438587,8.57931353,5.03137273,6.903463821,5.596549004,4.314145635,5.648483175,5.34422381,4.280355824,4.935886501,4.584962225,5.847456525,5.805390739,5.680025328,5.769351534,5.402490619,5.690079408,5.314011005,0.2363689547,0.1026765229,,,,,,,,,,,,,,,,,,,,,,,,,,,
130283683,C,,1969-12-31 16:00:00,,,6,66,7,2,206,6,6,5,4,4,4,4,6,6,4,7,5,4,5,5,6,7,7,,2,,,,,,3,1,117,102,116,10,10,5,5,10,10,10,10,10,5,7,5,,6,7,6,7,7,5,7,5,5,5,7,7,7,7,7,7,5,5,5,7,7,7,7,5,7,5,5,5,7,7,7,7,7,1,7,7,5,7,7,7,7,7,7,7,7,7,7,7,1,1,7,1,7,7,7,7,6,7,7,7,7,7,7,7,7,7,1,1,7,1,7,7,7,7,5,7,7,7,7,7,7,7,5,7,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,7,7,7,7,5,7,7,7,7,7,7,7,7,7,1,1,1,10,9,10,9,2,8,15,12,18,17,2,17,15,11,4,3,10,16,13,7,2,17,6.257854041,6.250470215,5.819326188,5.611631756,4.459321935,4.446905566,5.430350027,6.703815107,4.460371463,7.169648276,4.274543061,4.164585897,5.504727838,6.378112613,7.329301242,5.412390267,5.018532928,5.308111581,0.2282200774,0.08180031473,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERCQSM4WNDI19,C,,1969-12-31 16:00:00,,,6,53,5,1,101,2,6,6,1,6,4,6,4,3,5,7,6,,7,5,7,5,7,,2,,,3,,1,,,113,102,111,7,9,7,,9,8,9,8,9,5,7,6,,7,6,7,6,7,5,7,6,,7,6,7,6,7,4,6,5,,6,5,6,6,6,3,5,3,,5,4,5,4,5,4,2,4,5,4,3,5,5,3,4,4,4,2,3,5,4,2,4,6,2,4,5,5,6,5,6,6,5,5,6,5,4,5,5,2,3,5,2,3,4,5,4,4,5,4,5,4,5,4,1,5,4,2,3,,,,,,,,,,,,,,,,,,,6,2,4,5,4,5,4,6,5,5,5,6,4,4,5,5,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,16,15,10,13,3,2,12,13,3,4,17,13,6,14,6,18,8,1,10,1,3,6.59659424,6.550720809,4.563964202,6.958474636,4.520013212,4.047479086,6.281909942,5.367650795,5.239924762,4.869913014,4.16397965,4.671753958,6.647210206,5.816315382,6.381765186,5.799564427,4.33253812,7.190228372,0.2411052606,0.1136732299,,,,,,,,,,,,,,,,,,,,,,,,,,,
XN17098EM53826VUUZ8031CT41214RM,C,,1969-12-31 16:00:00,,,6,28,3,2,401,4,2,6,3,6,4,4,6,4,1,,5,6,5,2,2,7,,,,2,,3,,,1,,116,109,111,2,,5,5,5,2,5,8,,1,,5,,5,2,5,7,,3,,5,5,5,2,5,7,,2,,5,5,5,2,5,6,,2,,5,5,5,2,5,6,,3,4,3,2,2,4,5,4,3,2,5,3,2,6,3,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,6,4,6,5,5,4,6,5,5,6,6,6,6,5,2,6,,,,,,,,,,,,,,,,,,,3,5,3,3,3,4,3,3,3,2,5,2,3,6,3,3,4,5,,,,,,,,,,,,,,,,,,,7,1,7,6,7,7,7,6,7,7,5,7,7,5,7,7,1,4,,,,,,,,,,,,,,,,,,,3,18,9,8,12,3,9,1,11,4,5,13,16,1,9,18,7,13,3,2,7,12,3,7.543440808,6.832426961,5.941377,6.951541417,5.236865529,4.994856333,3.625729328,6.089343356,4.038439777,5.366775812,4.175763757,5.428965208,6.315384898,5.977141884,6.231888287,3.300682149,6.016870671,5.932506824,0.2418732415,0.11682466,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERCQSM4WNER75,C,,1969-12-31 16:00:00,,,6,41,4,1,101,4,6,5,1,1,5,6,6,4,4,2,3,,,4,5,5,4,,,,,,1,,2,3,112,116,117,5,5,5,,,7,5,5,6,5,4,5,,,5,5,5,6,4,4,4,,,5,5,5,5,4,4,4,,,4,4,4,4,4,4,4,,,5,5,5,5,4,3,4,5,4,4,4,4,4,3,4,4,4,4,4,4,4,5,5,3,4,4,5,6,4,5,5,5,4,5,4,3,5,5,3,3,5,3,4,4,5,5,5,5,5,6,4,5,5,3,5,5,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,5,4,4,4,5,4,4,4,5,4,4,4,4,4,4,2,13,1,15,17,2,9,14,1,2,10,3,9,13,6,4,7,3,7,2,7,4,5,4.859470378,7.988939988,6.312850271,5.481088905,5.415214382,5.863628537,4.533209391,4.027452533,4.569859936,5.173909883,6.328960292,4.126439417,6.114118597,5.170418109,8.877031533,4.28462845,5.850533377,5.022246021,0.2312170183,0.08996079976,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB13398EI27063WQMX3953EV87109GE,C,,1969-12-31 16:00:00,,,6,25,3,2,401,6,3,6,3,3,3,5,4,5,7,7,7,5,6,4,6,7,6,2,3,,,,,,1,,116,1,102,8,8,8,5,7,6,8,8,7,7,7,7,,,6,7,7,7,7,7,7,4,5,4,6,6,6,7,7,7,4,5,4,6,7,5,7,7,7,4,5,5,6,7,6,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,7,6,7,4,6,5,7,7,7,6,7,7,7,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,7,5,7,7,7,7,7,7,7,7,7,7,7,7,1,1,,,,,,,,,,,,,,,,,,,6,2,16,14,5,2,6,1,3,7,11,13,5,2,9,13,15,8,16,4,16,10,3,6.257135847,7.067850495,4.751912219,5.793207165,4.212525728,4.12919795,4.908012519,5.750226778,4.366907189,6.169767129,4.658633202,6.121890476,6.621204871,6.290850526,6.63427781,4.952643414,5.634727142,5.679029539,0.2330489094,0.09344803837,,,,,,,,,,,,,,,,,,,,,,,,,,,
270413342,C,,1969-12-31 16:00:00,,,6,38,4,1,102,6,2,5,4,4,4,5,4,4,5,5,5,5,5,5,5,5,5,,1,,,3,,2,,,102,113,111,5,7,7,8,4,7,7,4,5,3,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,4,3,4,3,3,4,4,4,3,4,3,3,5,4,3,3,4,3,4,4,3,4,2,4,4,4,3,5,4,4,4,5,4,4,5,4,4,4,3,4,2,4,4,3,3,5,4,4,4,5,4,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,3,3,4,3,4,3,5,3,3,4,3,4,3,4,4,4,4,15,18,15,5,3,3,18,5,17,4,1,2,17,4,18,10,15,5,1,10,1,4.452862266,5.418991533,5.357090987,5.229446171,5.732706597,5.520014746,5.480853649,5.952641832,6.114036573,6.508661363,7.951258777,6.045026408,6.058580308,5.405807624,4.72859877,3.962143754,5.459354606,4.621924035,0.2118061224,0.0346001715,,,,,,,,,,,,,,,,,,,,,,,,,,,
20726039,C,,1969-12-31 16:00:00,,,6,67,7,1,201,4,6,6,4,3,3,2,1,5,5,6,6,6,4,4,6,6,4,,3,2,,,,1,,,113,109,102,5,7,7,6,5,5,6,7,5,5,5,5,5,,,5,,5,6,6,6,6,4,5,6,5,6,6,6,6,5,4,4,6,6,6,5,6,5,5,4,4,6,6,5,5,4,6,5,4,4,6,6,5,4,6,5,6,4,5,6,3,4,6,2,6,6,6,6,5,6,6,6,6,6,6,6,6,6,2,2,6,3,4,6,6,5,5,6,6,5,6,5,6,5,6,6,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,6,6,6,5,6,6,6,5,6,6,6,5,6,6,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2,12,1,16,8,17,14,11,4,10,4,16,2,18,9,12,13,12,14,17,8,18,5.639673344,7.820208011,6.334535818,6.674431719,4.762606851,4.50893035,6.98477237,7.099969129,4.72810573,5.53617006,4.258043232,4.30941738,6.364689512,5.38444334,5.662827527,4.09013346,3.773678673,6.067363495,0.2375301001,0.1056871368,,,,,,,,,,,,,,,,,,,,,,,,,,,
270432934,C,,1969-12-31 16:00:00,,,6,43,4,2,102,3,1,6,6,6,6,6,6,3,2,,2,4,6,6,4,7,3,,,,,,2,,1,3,116,112,117,2,,6,4,9,8,3,9,3,,,5,3,6,5,7,7,,3,,5,4,6,6,6,7,6,3,,5,3,6,6,5,7,5,4,,5,3,5,6,5,6,5,5,2,4,5,4,3,6,5,4,4,4,6,3,2,3,3,6,6,,,,,,,,,,,,,,,,,,,7,2,5,3,7,6,5,5,5,6,6,6,6,1,7,6,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,6,5,6,7,5,6,6,6,6,6,6,3,6,5,2,2,6,2,6,5,6,6,5,6,6,6,6,6,6,3,3,5,2,2,9,2,11,15,11,3,7,15,12,3,10,4,7,13,18,14,6,2,7,16,12,14,18,4.295113067,7.881036284,6.924545458,6.933857561,4.959140949,4.066104393,5.006812837,5.467047042,3.493555286,5.764432347,3.597871635,4.881232639,7.141648109,8.408396064,7.878537623,4.828995549,4.111189793,4.360483366,0.2555648539,0.1475971781,,,,,,,,,,,,,,,,,,,,,,,,,,,
NO6228WJ96570QRLR9064YV43199PV,C,,1969-12-31 16:00:00,,,6,59,6,1,401,4,5,6,3,6,6,6,3,5,7,7,7,5,5,7,7,7,6,2,3,,,,,,1,,116,1,102,7,8,8,7,7,8,8,7,7,6,7,7,,5,7,7,7,6,7,7,7,7,5,7,7,7,6,6,7,7,6,5,7,7,7,7,6,7,6,6,5,7,7,7,6,7,1,6,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,7,1,7,7,7,7,6,7,7,6,7,7,6,7,7,7,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,7,7,7,7,5,7,7,7,7,7,7,7,7,7,1,1,7,1,7,7,7,6,7,7,7,6,7,7,6,7,6,7,1,1,2,1,18,15,6,2,5,3,16,2,16,3,16,13,8,4,7,13,7,2,7,4,15,3.467412184,7.350248199,5.699031213,9.162835414,7.408179678,3.629441607,4.198931668,5.872561475,6.717586306,5.341027882,4.952374088,7.024080905,5.638220718,6.081076951,4.617718661,3.309813598,4.810809775,4.718649679,0.2384423708,0.1066388761,,,,,,,,,,,,,,,,,,,,,,,,,,,
27260987,C,,1969-12-31 16:00:00,,,6,61,7,2,201,4,6,6,1,2,1,6,6,6,3,7,7,,,7,7,7,5,,1,,,,,2,3,,102,113,116,3,10,10,,,10,10,10,7,3,7,5,,,5,7,7,5,2,6,4,,,6,7,6,4,1,7,7,,,4,7,7,4,1,7,1,,,1,1,1,1,5,4,7,7,2,3,3,7,7,4,4,4,4,7,1,2,1,2,7,1,7,7,7,7,4,7,7,7,7,7,7,7,7,7,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,7,7,5,7,7,7,7,7,5,6,7,7,4,5,1,1,7,1,7,7,7,5,5,7,7,7,7,7,7,7,7,7,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,13,11,8,12,3,14,11,4,6,16,4,17,7,7,14,17,10,2,6,18,10,4.563783871,7.615035368,6.209613516,6.075207184,4.765167074,4.762090076,5.42542075,5.162741193,5.674957372,4.692688993,5.797920969,5.911258009,5.120834958,5.124416847,5.761309461,5.562275218,6.217446174,5.557832967,0.2149841117,0.04400212383,,,,,,,,,,,,,,,,,,,,,,,,,,,
NM18763UZ38821CVLP1745CA89220PG,C,,1969-12-31 16:00:00,,,6,40,4,2,501,1,6,4,3,4,4,4,4,5,3,7,4,4,4,4,3,6,4,,1,,,,,,,,102,,,4,7,4,5,5,4,5,6,5,3,6,3,,4,3,3,5,4,3,6,3,3,4,3,4,5,4,3,6,3,3,4,3,4,5,4,3,6,4,3,4,4,4,5,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,6,6,6,5,5,5,6,6,6,6,6,6,5,5,6,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,3,3,4,4,3,5,3,4,5,3,5,5,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,5,5,4,5,4,5,4,4,4,6,4,4,4,1,6,7,12,17,2,18,12,7,14,18,2,17,5,13,4,8,10,16,6,18,2,17,4.955778184,7.137196294,5.225814651,6.406949123,5.110949683,5.797479722,6.71022114,5.63239114,4.864508052,6.75380191,4.740824619,5.803486445,5.480173177,6.507879745,5.522527026,4.156984464,4.260672202,4.932362422,0.2240781497,0.06976810281,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERCQSM4WNETB1,C,,1969-12-31 16:00:00,,,6,24,2,2,101,4,6,6,1,6,1,6,6,6,4,7,5,,7,7,7,7,7,,,3,,,,,1,2,116,117,109,6,7,7,,9,8,8,9,8,4,5,5,,7,,7,7,6,5,7,5,,7,6,7,7,6,4,5,5,,7,5,6,7,6,4,4,5,,6,5,6,7,6,3,1,4,4,4,4,3,4,4,4,3,4,3,4,3,4,1,1,,,,,,,,,,,,,,,,,,,7,1,6,4,6,6,6,6,7,6,7,6,7,6,7,6,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,6,4,6,6,7,6,6,6,6,6,6,6,6,6,1,1,6,1,6,4,6,6,5,6,5,6,5,6,6,6,6,6,1,1,4,14,12,18,9,13,9,8,9,16,12,13,6,13,2,18,2,14,2,14,6,8,6,3.956559816,6.225879619,5.936530171,7.154205186,5.741593857,5.730608143,4.806190868,5.846177194,3.769454596,4.942422527,5.033992329,6.404490563,6.469553536,6.545164946,5.204651846,5.88180067,3.999635285,6.351088847,0.2147186736,0.0431181517,,,,,,,,,,,,,,,,,,,,,,,,,,,
130427653,C,,1969-12-31 16:00:00,,,6,56,6,2,206,4,2,5,1,2,6,2,6,5,4,,4,,,4,,4,4,,,,,,3,,2,1,117,116,112,5,,5,,,5,,5,5,5,,5,,,5,,5,5,5,,5,,,5,,5,5,5,,5,,,5,,5,5,5,,5,,,5,,5,6,7,2,6,6,6,6,5,6,6,6,6,6,6,5,6,6,2,2,,,,,,,,,,,,,,,,,,,7,2,6,6,6,6,5,6,6,6,6,6,6,5,6,6,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,6,6,6,6,5,6,6,6,6,6,6,5,6,6,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,6,6,6,6,5,6,6,6,6,6,6,5,6,6,2,2,6,2,14,5,9,2,6,3,8,3,11,5,8,2,9,4,13,18,16,4,17,3,6,6.716871639,6.369462046,5.928997025,5.429846655,5.535741273,4.670914563,6.087216008,4.983213866,5.11891601,5.619840407,2.980969599,6.516736153,5.895246606,6.788472221,6.243386729,4.457913562,5.268112645,5.388142994,0.2144578834,0.04284276399,,,,,,,,,,,,,,,,,,,,,,,,,,,
400305744,C,,1969-12-31 16:00:00,,,6,41,4,2,503,5,6,6,5,4,5,6,6,6,6,6,6,6,7,6,7,7,6,,2,,,,,,1,3,116,102,117,9,10,10,7,9,8,10,10,10,6,7,7,6,6,6,6,7,7,6,6,7,5,6,5,6,6,7,6,7,7,6,6,6,7,7,7,6,7,6,5,6,5,7,7,7,7,6,5,6,6,6,5,6,7,6,6,6,6,5,6,7,5,6,,,,,,,,,,,,,,,,,,,6,7,6,6,6,7,6,7,7,7,6,7,6,7,6,7,6,7,6,6,5,5,6,6,5,6,6,6,6,6,6,6,5,6,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,6,6,6,7,6,7,7,7,6,6,6,6,6,6,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,13,18,2,12,4,6,2,17,8,18,7,5,3,1,4,9,4,18,3,9,14,11,5.456807188,5.970671024,7.197935452,6.276741341,4.811601049,5.332353214,4.644573692,5.340150467,4.536777975,6.548660065,5.19595814,3.994862729,6.827964544,7.007844962,5.556337669,4.765083775,4.569134278,5.966542434,0.2204129972,0.060304633,,,,,,,,,,,,,,,,,,,,,,,,,,,
270364110,C,,1969-12-31 16:00:00,,,6,22,2,2,102,6,3,6,3,5,6,6,5,2,4,7,7,4,7,6,7,7,5,,1,2,,,3,,,,102,109,112,8,10,10,7,9,9,6,8,9,6,7,7,,7,6,7,6,6,5,7,7,6,6,6,5,7,6,5,7,7,4,4,5,4,5,5,6,7,7,6,6,7,6,7,6,5,2,6,6,5,1,6,1,2,1,6,6,6,6,1,6,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,6,5,1,6,1,2,1,6,7,7,6,1,6,1,3,5,3,5,6,5,2,4,1,2,1,6,5,6,6,1,5,3,7,6,1,6,6,6,1,6,1,2,1,6,7,7,7,1,7,1,2,,,,,,,,,,,,,,,,,,,7,16,18,2,12,13,11,2,11,15,12,13,5,14,1,4,5,4,11,8,9,10,11,4.695094676,8.495578271,7.063526044,5.0589103,5.069076166,5.385939722,4.182564923,7.515886226,4.483255375,5.312127024,3.451912921,6.17448497,7.104401663,5.009960381,7.307469142,4.627902074,4.539735567,4.522174553,0.238698289,0.1093288866,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERCQSM4WNMR87,C,,1969-12-31 16:00:00,,,6,66,7,1,101,4,3,5,1,6,4,6,5,5,6,5,7,,7,6,7,6,7,,,3,,,,2,1,,116,113,109,5,6,8,,8,8,8,8,8,4,3,6,,6,6,6,6,6,6,3,6,,6,6,6,6,6,4,2,6,,4,6,5,5,5,4,2,6,,6,6,6,5,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,5,3,4,5,5,4,1,5,5,5,5,5,4,4,5,5,3,2,6,2,6,6,6,6,7,6,6,6,6,6,6,6,6,6,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,6,6,6,5,6,6,6,6,6,6,6,6,6,6,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,10,12,9,1,3,5,15,14,16,4,17,13,15,4,3,1,16,13,16,5,3,5.817717264,8.159323815,3.6357365,5.66701756,7.152354199,5.40052657,5.571553885,4.456171472,4.497141714,6.108109237,5.67404899,5.928313331,5.9251547,6.015138558,5.171524816,5.609693464,4.483566735,4.726907188,0.2258841383,0.07522877979,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZS6909HA76253UHMZ15245BK98108GK,C,,1969-12-31 16:00:00,,,6,54,5,2,401,4,2,5,1,1,1,4,5,5,6,,6,,,6,6,6,6,,,,,,2,,1,3,116,112,117,7,,8,,,9,9,9,8,6,,6,,,7,6,7,7,6,,6,,,7,6,7,6,6,,6,,,7,6,7,6,7,,7,,,7,7,7,7,6,2,6,6,6,7,7,7,7,6,7,6,6,6,6,6,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,6,6,6,6,7,7,6,7,7,6,6,6,6,6,2,2,,,,,,,,,,,,,,,,,,,7,2,6,6,6,6,7,7,6,7,7,6,6,6,6,6,2,2,6,2,6,6,6,7,7,7,6,7,7,6,6,6,6,6,2,2,5,2,3,14,9,8,7,15,6,1,18,15,16,2,16,2,3,11,18,1,7,14,9,5.762376704,8.175256964,6.431756493,5.864886634,6.657020484,4.208301874,4.66825983,5.663108779,4.119027318,5.065415576,4.937957823,6.354265906,5.811639338,5.986129293,6.459485112,3.607165176,5.535532239,4.692414455,0.2390179495,0.1083363641,,,,,,,,,,,,,,,,,,,,,,,,,,,
310243266,C,,1969-12-31 16:00:00,,,6,33,3,1,103,4,6,6,3,6,5,6,5,6,6,4,6,3,7,7,5,6,6,,,3,,1,,,,2,111,117,109,9,4,10,4,10,8,7,8,8,6,3,6,,7,6,5,6,6,6,3,7,6,7,7,6,7,6,6,2,7,3,7,6,4,6,5,5,1,6,1,5,5,3,5,4,5,2,5,6,5,4,7,6,4,5,5,6,3,6,4,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,4,5,5,4,7,4,5,4,5,5,3,6,3,4,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,3,3,5,4,4,3,5,5,5,7,4,2,3,2,2,7,,,,,,,,,,,,,,,,,,,5,4,3,3,5,4,4,3,4,3,5,5,2,2,3,2,2,5,8,15,18,4,15,2,14,4,8,5,14,7,13,5,16,4,10,5,18,4,18,6,11,4.755503817,5.375469575,6.582150073,5.303974991,7.020170421,6.010445573,7.159286488,6.221900748,5.214713563,5.687172641,4.948353733,5.218626218,5.519680889,6.098849158,5.538997214,4.638155199,4.479151187,4.227398511,0.2143259988,0.04269328745,,,,,,,,,,,,,,,,,,,,,,,,,,,
